picture,year,longitude,latitude,building,source
6931.jpg,1958,77.20° E,12.97° N, National Gandhi Museum,Gemini
6932.jpg,2023,116.30° E,40.00° N,Futuristic city skyline,Gemini
6933.jpg,1970,13.40° E,52.51° N,Building with murals and balconies.,Gemini
6934.jpg,1965,88.00° W,40.05° N,The Civic Opera House  ,Gemini
6935.jpg,1976,0.12° W,51.50° N,The National Theatre  ,Gemini
6936.jpg,1960,1.89° W,52.48° N,Birmingham Central Library,Gemini
6937.jpg,1984,73.98° W,40.75° N,Marriott Marquis Hotel ,Gemini
6938.jpg,1972,4.36° E,50.63° N, Tour du  Phare ,Gemini
6939.jpg,1978,71.0589° W,42.3584° N,Boston City Hall,Gemini
6940.jpg,1968,122.259° W,37.428° N," The Geisel Library, UC San Diego  ",Gemini
6941.jpg,1920,90.06° W,33.45° N, Dorman Long Grain Elevator ,Gemini
6942.jpg,1970,101.6895 ° E,14.5888 ° N," The  ""National Library""  Building.",Gemini
6943.jpg,2021,13.41° E,55.68° N,Twisted Tower Building,Gemini
6944.jpg,1970,74.05° W,40.67° N, The  “Orange”  Building ,Gemini
6945.jpg,1976,73.58° W,45.52° N,Habitat 67  ,Gemini
6946.jpg,1970,121.51° E,25.03° N,Concrete building with overhanging ceiling,Gemini
6947.jpg,1986,139.6917° E,35.6895° N,Tadao Ando’s Church on the Water ,Gemini
6948.jpg,1972,-0.12° W,51.52° N,Robin Hood Gardens Housing Estate,Gemini
6949.jpg,1968,24.02° E,48.46° N,Building with eye windows,Gemini
6950.jpg,1960,71.06° W,42.36° N,John F. Kennedy Federal Building  ,Gemini
6951.jpg,1977,0.12° E,51.52° N, The Barbican Centre,Gemini
6952.jpg,1975,4.84° E,48.86° N, Le Corbusier's Unité d'Habitation ,Gemini
6953.jpg,1969,118.28° W,34.02° N,"Geisel Library, UCSD.",Gemini
6954.jpg,1977,77.03° W,38.89° N,The J. Edgar Hoover Building,Gemini
6955.jpg,1969,122.25° W,37.42° N,"The Geisel Library, University of California San Diego",Gemini
6956.jpg,1970,3°42.3° E,40.42° N, Torre de Madrid,Gemini
6957.jpg,2010,139.6917° E,35.6895° N,Modern concrete house with large windows,Gemini
6958.jpg,1968,-2.97° W,53.41° N,Robin Hood Gardens Housing Estate,Gemini
6959.jpg,1968,122.33° W,47.61° N,Concrete brutalist building,Gemini
6960.jpg,2022,96.80° W,32.80° N,Modern house with concrete walls,Gemini
6961.jpg,2019,89.64° W,21.03° N,Concrete house in Mexico,Gemini
6962.jpg,1972,27.5734° E,47.4523° N, The Palace of Culture and Sports in Iași,Gemini
6963.jpg,1980,35.22° E,31.78° N, Apartment building complex,Gemini
6964.jpg,1972,34.78° E,32.07° N, Concrete balcony building,Gemini
6965.jpg,2023,0.00° E,0.00° N, Modernist Building  ,Gemini
6966.jpg,1971,73.88° E,18.52° N,"The Kanchenjunga Building, Mumbai",Gemini
6967.jpg,1967,0.35° W,51.56° N, St. Peter's Church  ,Gemini
6968.jpg,2007,73.9850° W,40.7407° N,New York School of Interior Design,Gemini
6969.jpg,1970,0.08° E,51.51° N,Robin Hood Gardens  ,Gemini
6970.jpg,1960,0.1234° E,51.5074° N, Multi-storey car park in London.,Gemini
6971.jpg,1961,8.53° E,47.38° N, Unité d'Habitation ,Gemini
6972.jpg,1972,-71.0881° W,42.3631° N,Brutalist building in Boston,Gemini
6973.jpg,1972,-0.15° W,51.51° N,The Barbican Centre  ,Gemini
6974.jpg,1968,4.873° E,50.854° N,"Habitat 67, Montreal",Gemini
6975.jpg,1970,73.97° W,40.75° N, Demolition of a building in New York City,Gemini
6976.jpg,1978,"7° 26' 58.2"" E","46° 21' 49.7"" N", The  National  Library  of  France  in  Paris ,Gemini
6977.jpg,1970,73.33° W,44.46° N,Brutalist Architecture Building,Gemini
6978.jpg,1968,77.03° W,38.89° N,The National Gallery of Art East Building,Gemini
6979.jpg,1960,-73.95° W,40.75° N,Brutalist concrete building,Gemini
6980.jpg,1968,46.6334° W,23.5505° S,Oscar Niemeyer's building in Brazil,Gemini
6981.jpg,1968,0.125° W,51.507° N,"Barbican Centre, London",Gemini
6982.jpg,1984,90.18° W,38.62° N,The Gateway Arch ,Gemini
6983.jpg,1968,0.08° E,51.52° N,Balfron Tower  ,Gemini
6984.jpg,1952,9.95° E,53.55° N,The building for the Ministry of Culture and Education in Schwerin,Gemini
6985.jpg,1968,-2.24° W,53.48° N,Robin Hood Gardens Housing Estate ,Gemini
6986.jpg,1970,33.50° E,44.48° N,Abandoned coastal building,Gemini
6987.jpg,2015,11.57° E,48.14° N,Modern concrete house with a garage,Gemini
6988.jpg,1968,0.12° E,51.50° N,The multi-storey car park ,Gemini
6989.jpg,1967,79.3833 ° W,43.6532 ° N,"University of Toronto, Robarts Library",Gemini
6990.jpg,1972,9°10.5' ° E,45°46.5' ° N,The Olympic Stadium of Munich,Gemini
6991.jpg,1976,73.55° W,45.51° N,Habitat 67,Gemini
6992.jpg,1982,105.27° W,39.74° N, The  Denver Art Museum  |  | ,Gemini
6993.jpg,1976,0.12° W,51.51° N,The Barbican Centre  ,Gemini
6994.jpg,1970,151.20000 ° E,-33.88000 ° S,Concrete university building,Gemini
6995.jpg,1976,0.1131° W,51.5074° N,The National Theatre,Gemini
6996.jpg,1969,123.26° W,37.43° N,"Geisel Library, UCSD",Gemini
6997.jpg,1950,106.660° E,10.762° N,Concrete wall with squares and stairs,Gemini
6998.jpg,1970,20.43° E,44.43° N, The tilted building in Belgrade. ,Gemini
6999.jpg,1968,18.8244° E,43.1351° N,The Monument to the Revolution ,Gemini
7000.jpg,2018,103.00° E,14.00° N,Modern Concrete House,Gemini
7001.jpg,1968,0.12° W,51.52° N,Barbican Centre  ,Gemini
7002.jpg,1960,0.12° E,51.51° N, Brutalism building in London,Gemini
7003.jpg,1976,0.12° W,51.51° N,The Barbican Centre,Gemini
7004.jpg,1952,4.85° E,43.29° N,"Unité d'Habitation, Marseille ",Gemini
7005.jpg,1967,3.88° E,43.29° N, The Cité Radieuse  in Marseille,Gemini
7006.jpg,1975,77.005° W,38.891° N, J. Edgar Hoover FBI Building ,Gemini
7007.jpg,1976,73.57° W,45.51° N,"Habitat 67, Montreal",Gemini
7008.jpg,2005,0° E,0° N,A futuristic building with a large overhang,Gemini
7009.jpg,1965,101.6869° E,3.1570° N,National Mosque of Malaysia ,Gemini
7010.jpg,1970,116.00000 ° E,40.00000 ° N,Modernist architecture building,Gemini
7011.jpg,1969,17.0750° E,49.2350° N,"The Church of the Holy Spirit, Spišská Nová Ves, Slovakia.",Gemini
7012.jpg,1972,0.08° E,51.50° N,"Barbican Centre, London",Gemini
7013.jpg,1968,122.257° W,37.871° N,Geisel Library,Gemini
7014.jpg,1969,15.50° W,28.05° N," The Red House, Tenerife, Canary Islands",Gemini
7015.jpg,1976,0.11° W,51.51° N,"The National Theatre, London",Gemini
7016.jpg,1960,0.10° E,51.52° N, London Housing Project,Gemini
7017.jpg,1989,90.40° E,23.78° N, Jatiyo Sangsad Bhaban (National Parliament of Bangladesh) ,Gemini
7018.jpg,2010,111.76° W,33.46° N, Modern desert home ,Gemini
7019.jpg,1960,44.82° E,48.46° N,Damaged building in Ukraine,Gemini
7020.jpg,1977,0.12° W,51.51° N,"Barbican Centre, London",Gemini
7021.jpg,1972,0.09° E,51.52° N,Brutalist apartment building,Gemini
7022.jpg,1995,103.854° E,1.296° N,Singapore Supreme Court Building,Gemini
7023.jpg,1971,122.47° W,37.43° N, The Salk Institute for Biological Studies,Gemini
7024.jpg,1980,80.19° W,25.76° N,Modern office building in Miami,Gemini
7025.jpg,1969,77.0064° W,38.8896° N,Hubert H. Humphrey Building,Gemini
7026.jpg,1985,44.54° E,40.15° N,Monument to the Defenders of the Motherland,Gemini
7027.jpg,1972,48.27° E,41.30° N,Two round buildings with balconies,Gemini
7028.jpg,1952,46.52° W,23.55° S,Concrete house in Brazil,Gemini
7029.jpg,1970,121.89° W,37.42° N,Concrete building with a sign.,Gemini
7030.jpg,1973,115.86° E,31.95° S,Perth Concert Hall,Gemini
7031.jpg,1970,149.45° W,61.22° N,Modern brick apartment building. ,Gemini
7032.jpg,1957,46.639° W,23.555° S,Museum of Modern Art in São Paulo,Gemini
7033.jpg,1972,0.11° W,51.51° N,Barbican Estate ,Gemini
7034.jpg,1970,-74.00° W,40.70° N, Apartment building and bridge.,Gemini
7035.jpg,1969,122.44° W,37.87° N,The Salk Institute for Biological Studies,Gemini
7036.jpg,1958,12.34° E,45.44° N, Modernist architecture in Venice,Gemini
7037.jpg,1968,-2.23° W,53.48° N,Robin Hood Gardens housing complex,Gemini
7038.jpg,1967,-2.24° W,51.75° N, University of Cambridge  architecture ,Gemini
7039.jpg,1968,8.55° E,49.01° N, The Berg Auf Dem Jesu Botschaft  Gebet Wird  Gottesberg Church,Gemini
7040.jpg,1968,2.98° W,51.47° N,"The  ""Tricorn Centre""  car park",Gemini
7041.jpg,1927,12.4° E,45.3° N,"Villa Savoye, Poissy, France.",Gemini
7042.jpg,1979,30.31° E,59.94° N,"""Oktyabrskaya"" Hotel",Gemini
7043.jpg,1967,73.57° W,45.50° N, Montreal Biosphere,Gemini
7044.jpg,1979,22.01° E,45.06° N,Monument of the Revolution,Gemini
7045.jpg,1952,2.364° E,48.856° N," Unité d'Habitation, Marseille ",Gemini
7046.jpg,1975,44.52° E,41.71° N, Ministry of Foreign Affairs of Georgia ,Gemini
7047.jpg,1964,73.33° W,43.08° N,"Chapel of the Sacred Heart, University of Notre Dame",Gemini
7048.jpg,2023,10.00° E,40.00° N,Modernist Concrete Pool House ,Gemini
7049.jpg,1970,46.6347° W,-23.5505° S,Modernist house with pool,Gemini
7050.jpg,1964,71.06° W,42.36° N, MIT’s Green Building ,Gemini
7051.jpg,1970,0.08° E,51.52° N,"Robin Hood Gardens, London, England.",Gemini
7052.jpg,1970,130.82° E,-12.43° S,Concrete building with large windows,Gemini
7053.jpg,1970,-73.95° W,40.75° N, Modern concrete building,Gemini
7054.jpg,1968,7.62° E,50.96° N,Concrete building with angled facade ,Gemini
7055.jpg,1960,71.05° W,42.36° N,Westgate Tower and Westgate West ,Gemini
7056.jpg,1968,-73.97° W,40.75° N,The New York State Pavilion,Gemini
7057.jpg,1977,0.08° E,51.51° N,Barbican Centre  ,Gemini
7058.jpg,2014,126.9784° E,37.5548° N,"The Space of  _Kunsan Art Center_  in Seoul, South Korea",Gemini
7059.jpg,1976,0.11° W,51.51° N,National Theatre,Gemini
7060.jpg,1976,73.57° W,45.51° N,Habitat 67,Gemini
7061.jpg,1970,117.24° W,32.88° N," Geisel Library, University of California, San Diego",Gemini
7062.jpg,1960,-79.38° W,43.65° N,University of Toronto Architecture Building,Gemini
7063.jpg,1968,71.057° W,42.358° N,Boston City Hall,Gemini
7064.jpg,2023,0.00° E,0.00° N,Modern abstract architecture,Gemini
7065.jpg,1992,3.7019° E,40.4167° N,The  CaixaForum Madrid  Building,Gemini
7066.jpg,1965,2.35° E,48.86° N, Unité d'Habitation  ,Gemini
7067.jpg,1973,71.0589° W,42.3584° N,Boston City Hall,Gemini
7068.jpg,1972,0.11° W,51.51° N,Barbican Estate London  ,Gemini
7069.jpg,1976,73.56° W,45.50° N,"Habitat 67, Montreal",Gemini
7070.jpg,1983,77.2300° E,28.6139° N,Supreme Court of India ,Gemini
7071.jpg,1973,122.4194° W,37.7749° N,San Francisco Main Library,Gemini
7072.jpg,1968,4.76° E,50.63° N,The Church of Saint-Joseph ,Gemini
7073.jpg,1972,21.13° E,45.24° N,The Monument to the Revolution,Gemini
7074.jpg,1962,-2.93° W,53.48° N,"The Lowry, Salford, UK",Gemini
7075.jpg,1970,77.01° W,38.90° N,Modern Office Building,Gemini
7076.jpg,1967,153.05° E,-37.81° S,Sidney Myer Music Bowl,Gemini
7077.jpg,1978,0.125° E,51.507° N, The Barbican Centre,Gemini
7078.jpg,1968,0.12° W,51.51° N,"The Barbican Centre, London",Gemini
7079.jpg,1970,43.00° E,41.70° N,Concrete Brutalist Apartment Building ,Gemini
7080.jpg,2000,139.7647° E,35.6895° N,Modern Concrete Building,Gemini
7081.jpg,1981,23.40° E,44.35° N, The Monument of the Rebirth,Gemini
7082.jpg,1970,19.04° E,47.49° N,"Modern building in Budapest, Hungary.",Gemini
7083.jpg,1967,0.12° E,51.51° N,The British Library ,Gemini
7084.jpg,1976,0.122° W,51.507° N,The National Theatre,Gemini
7085.jpg,1969,122.4194° W,37.3861° N, Geodesic Dome Building ,Gemini
7086.jpg,2023,19.00000 ° E,52.00000 ° N,Modern Concrete House Design ,Gemini
7087.jpg,1970,12.5° E,55.6° N,Concrete building with a staircase ,Gemini
7088.jpg,1980,19.00° E,47.50° N,Concrete abstract structure,Gemini
7089.jpg,1976,0.10000 ° W,51.50000 ° N,Barbican Centre stairs,Gemini
7090.jpg,1976,0.100° W,51.507° N,National Theatre,Gemini
7091.jpg,1968,0.1278° W,51.5074° N,National Theatre London,Gemini
7092.jpg,1975,6.95° E,51.05° N, Concrete building with black pipes ,Gemini
7093.jpg,1976,0.1131° W,51.5074° N,The National Theatre,Gemini
7094.jpg,1968,6.15° E,45.81° N,Ronchamp Chapel,Gemini
7095.jpg,1980,28.86° E,47.03° N,Monument of the 1905 Revolution,Gemini
7096.jpg,1970,71.06° W,42.36° N,Modernist building with stone facade.,Gemini
7097.jpg,2008,11.57° E,48.14° N,The Austrian National Library,Gemini
7098.jpg,1970,149.43° W,61.22° N,Concrete Government Building,Gemini
7099.jpg,2015,155.58° W,19.72° N,Modern concrete house with glass doors and a piano,Gemini
7100.jpg,1978,71.06° W,42.36° N," Habitat 67, Montreal",Gemini
7101.jpg,1973,121.50° E,25.03° N,National Theater of Taiwan,Gemini
7102.jpg,1977,0.1000° W,51.5100° N,"Barbican Centre and Estate, London",Gemini
7103.jpg,1973,71.0581° W,42.3592° N,The Boston City Hall,Gemini
7104.jpg,1968,71.0571° W,42.3584° N,Boston City Hall,Gemini
7105.jpg,1975,84.51° W,41.25° N, The Federal Building and U.S. Courthouse,Gemini
7106.jpg,1976,0.123° W,51.507° N,"National Theatre, London.",Gemini
7107.jpg,1969,73.98° W,40.75° N,The Jewish Museum,Gemini
7108.jpg,1970,18.06° E,59.33° N,Modern building with geometric pattern windows.,Gemini
7109.jpg,1970,18.068° E,59.329° N,Concrete building with windows,Gemini
7110.jpg,1976,122.47° W,37.42° N,The Salk Institute for Biological Studies,Gemini
7111.jpg,1978,-71.0589° W,42.3601° N,Boston City Hall,Gemini
7112.jpg,1976,0.00° E,51.51° N,The National Theatre,Gemini
7113.jpg,1965,4.36° E,50.63° N,Les Fleurs du Mal building,Gemini
7114.jpg,1969,72.67° W,42.38° N,The G.E. Building,Gemini
7115.jpg,1967,0.11° W,51.51° N,Barbican Centre,Gemini
7116.jpg,1960,0.12° E,51.51° N,Brutalist Concrete Building,Gemini
7117.jpg,1969,3°45° E,30°30° N," A Modernist Structure, 1960s",Gemini
7118.jpg,1976,0.124° W,51.507° N,National Theatre,Gemini
7119.jpg,1965,8.648° E,50.103° N,Church of St. Joseph ,Gemini
7120.jpg,1959,111.93° W,33.64° N,Palm Springs Art Museum  ,Gemini
7121.jpg,1960,35.7° E,32.6° N,Concrete building with swimming pool,Gemini
7122.jpg,1978,71.0554° W,42.3587° N,Boston City Hall,Gemini
7123.jpg,1970,35.2254° E,32.0825° N,The Beit Berl College ,Gemini
7124.jpg,1980,34.23° E,44.46° N, Building with spiral staircase overlooking sea.,Gemini
7125.jpg,1968,122.259° W,37.871° N,"Geisel Library, UC San Diego.",Gemini
7126.jpg,1958,47.91° W,15.78° S,"The Presidential Palace, Brasilia",Gemini
7127.jpg,1967,8.54° E,47.37° N, Brutalist concrete house in Switzerland.,Gemini
7128.jpg,1968,71.0577° W,42.3592° N,Boston City Hall,Gemini
7129.jpg,1978,158.02° W,21.37° N,The Fallingwater House,Gemini
7130.jpg,1982,85.86° E,25.57° N,The Hexagonal Pavilion,Gemini
7131.jpg,1970,84.08° W,9.93° N,Banco Central de Costa Rica Building,Gemini
7132.jpg,1967,79.38° W,43.65° N,The Toronto City Hall,Gemini
7133.jpg,1976,153.02° E,-27.47° S,Queensland Art Gallery and Gallery of Modern Art.,Gemini
7134.jpg,1976,0.127° W,51.507° N,The National Theatre,Gemini
7135.jpg,1978,46.6349° W,23.5505° S,Oscar Niemeyer's  Museum of Modern Art,Gemini
7136.jpg,1968,71.0577° W,42.3585° N,Boston City Hall,Gemini
7137.jpg,1972,19.58° E,43.21° N,Monument to the Revolution,Gemini
7138.jpg,2010,139.7° E,35.7° N,Concrete house with terrace,Gemini
7139.jpg,1952,4.83° E,43.29° N,"Unité d'Habitation, Marseille ",Gemini
7140.jpg,1969,122.42° W,37.42° N," The University of California, San Diego, Geisel Library ",Gemini
7141.jpg,2010,123.45° W,37.67° N,Modern Concrete House,Gemini
7142.jpg,1969,0.12° E,51.52° N,The Hayward Gallery  ,Gemini
7143.jpg,1986,73.97° W,40.77° N,The New York Jewish Center,Gemini
7144.jpg,1972,0.08° W,51.53° N,Robin Hood Gardens housing estate,Gemini
7145.jpg,1964,77.0364° W,38.8977° N, State Department Building ,Gemini
7146.jpg,1972,12.48° E,41.90° N,The Torre Velasca,Gemini
7147.jpg,1970,117.24° W,32.88° N,Geisel Library,Gemini
7148.jpg,1969,122.256° W,37.872° N,The Geisel Library,Gemini
7149.jpg,1965,79.3832° W,43.6532° N,Toronto City Hall,Gemini
7150.jpg,1976,0.12° W,51.51° N,National Theatre London,Gemini
7151.jpg,1967,73.57° W,45.50° N,"Place Bonaventure, Montreal",Gemini
7152.jpg,1970,12.5000° E,41.8900° N, Multilevel Apartment Building in Rome.,Gemini
7153.jpg,1964,4°22.60° E,41°24.22° N," Church of the Holy Spirit,  Rome",Gemini
7154.jpg,2010,130.50° E,33.50° N,Modern Concrete House with a Patio,Gemini
7155.jpg,1977,4.42° E,51.23° N,Habitat 67  ,Gemini
7156.jpg,1971,71.0553° W,42.3589° N,"The John Hay Library, Brown University",Gemini
7157.jpg,1976,0.12° W,51.51° N,"Barbican Centre, London",Gemini
7158.jpg,1972,79.38° W,43.65° N,55 Bloor Street West,Gemini
7159.jpg,1970,7.55° E,43.30° N,Concrete apartment complex in France.,Gemini
7160.jpg,1976,73.57° W,45.52° N,Habitat 67,Gemini
7161.jpg,1977,77.006° W,38.897° N,J. Edgar Hoover Building ,Gemini
7162.jpg,1974,122.41° W,37.78° N,San Francisco Federal Building ,Gemini
7163.jpg,1969,73.97° W,40.76° N,Whitney Museum of American Art,Gemini
7164.jpg,1969,77.0063° W,38.8897° N, J. Edgar Hoover FBI Building ,Gemini
7165.jpg,1972,0.12° E,51.51° N, The Barbican Centre,Gemini
7166.jpg,1960,0.00° E,51.50° N,Concrete building with windows. ,Gemini
7167.jpg,1975,19.86° E,48.13° N,Concrete water tower,Gemini
7168.jpg,1982,7.45° E,47.23° N,The Vitra Design Museum ,Gemini
7169.jpg,1972,0.08° W,51.52° N,Robin Hood Gardens housing estate,Gemini
7170.jpg,1967,75.71° W,45.42° N,The Canadian War Museum ,Gemini
7171.jpg,1987,14.42° E,50.08° N,National Theatre - New Stage  ,Gemini
7172.jpg,1968,71.0545° W,42.3571° N,Boston City Hall,Gemini
7173.jpg,1976,71.0571 ° W,42.3584 ° N,Boston City Hall,Gemini
7174.jpg,1999,151.2094° E,-33.8688° S,Sydney Opera House ,Gemini
7175.jpg,1972,151.2099° E,-33.8645° S, The Sirius Apartments ,Gemini
7176.jpg,1968,123.07° W,37.43° N,"Geisel Library, UC San Diego",Gemini
7177.jpg,2007,139.63° E,35.68° N,Concrete house with a light strip,Gemini
7178.jpg,1971,71.0722° W,42.3581° N,"The Museum of Fine Arts, Boston",Gemini
7179.jpg,1972,4.8850° E,50.8497° N,Tour de Lille ,Gemini
7180.jpg,1978,71.0589° W,42.3584° N,Boston City Hall,Gemini
7181.jpg,1951,77.22° E,28.54° N, Concrete house in Chandigarh,Gemini
7182.jpg,2000,35.23° E,31.78° N,Modern building with windows,Gemini
7183.jpg,1970,88.22° W,40.11° N, The University of Chicago library,Gemini
7184.jpg,1977,122.41° W,37.79° N,San Francisco Main Library,Gemini
7185.jpg,1978,103.8500° E,1.2900° N,The National Theatre of Singapore,Gemini
7186.jpg,1969,122.44° W,37.88° N,"Geisel Library, University of California, San Diego.",Gemini
7187.jpg,1970,77.03° W,38.91° N,Modern building in Washington D.C.,Gemini
7188.jpg,1960,71.09° W,42.37° N,Brutalist Architecture Building,Gemini
7189.jpg,1961,2.35° E,48.86° N,"Unité d'Habitation, Marseille, France",Gemini
7190.jpg,1973,8.66° E,50.11° N,Concrete pyramid building,Gemini
7191.jpg,1970,8.50000° E,47.30000° N,Concrete building with windows ,Gemini
7192.jpg,1960,122.257° W,37.428° N,Brutalist architecture in California,Gemini
7193.jpg,1970,77.04° W,12.09° S," Concrete building in Lima, Peru.",Gemini
7194.jpg,1960,11.58° E,53.55° N, Concrete building with a tower,Gemini
7195.jpg,1982,20.71° E,42.65° N,National Library of Kosovo ,Gemini
7196.jpg,1976,0.115° W,51.507° N,"National Theatre, London",Gemini
7197.jpg,1974,73.94° W,40.71° N, Federal Office Building,Gemini
7198.jpg,1972,97.1360° W,51.0455° N,The Legislative Building of Saskatchewan,Gemini
7199.jpg,1970,122.4194 ° W,37.7749 ° N,Concrete structure with a glass roof,Gemini
7200.jpg,1968,71.057° W,42.359° N,Boston City Hall,Gemini
7201.jpg,1968,0.112° W,51.507° N,Hayward Gallery,Gemini
7202.jpg,1969,0.09° E,51.52° N,The Barbican Centre,Gemini
7203.jpg,1969,0.12° E,51.51° N,Brutalist building in London,Gemini
7204.jpg,1975,34.7831° E,32.0744° N," The  ""Beit  Ha'am""  building.",Gemini
7205.jpg,1931,75.7° W,45.5° N,The Sun Life Building in Montreal,Gemini
7206.jpg,1929,13.43° E,52.50° N, Apartment building in Berlin ,Gemini
7207.jpg,1929,13.40° E,52.51° N, The Weissenhofsiedlung Apartments,Gemini
7208.jpg,1930,13.42° E,52.51° N,Rundkirche am Hohenzollernplatz,Gemini
7209.jpg,2010,13.40° E,52.52° N,Modern white house with a patio,Gemini
7210.jpg,1929,12.65° E,51.35° N,"Fagus Factory, Alfeld an der Leine, Germany.",Gemini
7211.jpg,1951,73.82° W,41.31° N,The Farnsworth House,Gemini
7212.jpg,1928,13.04° E,52.41° N,Neue Bühne  Senftenberg,Gemini
7213.jpg,1912,10.75° E,54.3° N,Natural History Museum  ,Gemini
7214.jpg,1926,2.351° E,48.856° N,Villa  Savoye by Le Corbusier ,Gemini
7215.jpg,1938,34.77° E,32.06° N,Bauhaus building in Tel Aviv,Gemini
7216.jpg,1923,13.35° E,52.49° N, Haus am Wannsee  ,Gemini
7217.jpg,1925,11.975° E,51.047° N,Bauhaus Dessau building ,Gemini
7218.jpg,1960,34.77° E,32.07° N, Building with a tower,Gemini
7219.jpg,1920,114.07° W,51.04° N,Ellis Building,Gemini
7220.jpg,1925,11.9635° E,51.0403° N,Bauhaus Dessau building.,Gemini
7221.jpg,1925,11.9739° E,51.0443° N,Bauhaus Dessau building ,Gemini
7222.jpg,1974,0.107° E,51.515° N,The Barbican Centre,Gemini
7223.jpg,1967,0.08° E,51.75° N, University of Sussex  ,Gemini
7224.jpg,1960,35.22° E,31.77° N,Modernist Office Building in Israel.,Gemini
7225.jpg,1970,150.91° E,-34.92° S, Concrete modern architecture ,Gemini
7226.jpg,1968,73.98° W,40.76° N,The New York State Pavilion,Gemini
7227.jpg,1971,77.03° W,38.88° N, Vietnam Veterans Memorial,Gemini
7228.jpg,2010,135.00° E,35.00° N,Concrete Building Cuckoo Clock,Gemini
7229.jpg,1978,2.33333° E,48.8667° N,The Arche de la Défense ,Gemini
7230.jpg,1968,0.04° E,51.52° N,Robin Hood Gardens Housing Estate ,Gemini
7231.jpg,1976,-0.127° W,51.512° N,Barbican Centre  ,Gemini
7232.jpg,1963,118.28° W,34.04° N,"Geisel Library, UCSD.",Gemini
7233.jpg,1957,2.363° E,48.853° N,"The Unité d'Habitation, Marseille, France",Gemini
7234.jpg,1976,0.1208° W,51.5074° N,"National Theatre, London",Gemini
7235.jpg,1974,2.3522° E,48.8584° N,The Tour de Montparnasse,Gemini
7236.jpg,1971,77.0364° W,38.8951° N,The Hirshhorn Museum and Sculpture Garden ,Gemini
7237.jpg,1971,122.332° W,47.606° N, Concrete  architecture  in  Seattle,Gemini
7238.jpg,1968,8.54° E,47.38° N, The Ronchamp Chapel,Gemini
7239.jpg,1976,0.1000° W,51.5100° N,"National Theatre, London",Gemini
7240.jpg,1969,78.87° W,35.84° N,Modern Concrete Building,Gemini
7241.jpg,1976,0.109° W,51.507° N,The National Theatre,Gemini
7242.jpg,1970,-79.38° W,43.65° N,A modern building with a central atrium.,Gemini
7243.jpg,1960,-74.005° W,40.7128° N, The Brutalist building with a brick wall. ,Gemini
7244.jpg,1976,23.3167° E,44.4404° N,The National Theatre of Bucharest,Gemini
7245.jpg,1963,71.0589° W,42.3584° N,The  Whitney Museum of American Art,Gemini
7246.jpg,1892,87.629° W,41.883° N, Chicago Stock Exchange Building ,Gemini
7247.jpg,1892,87.6294° W,41.8827° N, Chicago Stock Exchange Building ,Gemini
7248.jpg,1905,87.629° W,41.878° N,Carson Pirie Scott & Co. Building,Gemini
7249.jpg,1886,87.62° W,41.88° N, The former  school building.,Gemini
7250.jpg,1915,98.47° W,40.81° N,The Paxton Hotel,Gemini
7251.jpg,1913,98.47° W,42.28° N, Thorpe Building ,Gemini
7252.jpg,1900,85.78° W,40.03° N,Building with Bixby Mural,Gemini
7253.jpg,1890,84.05° W,40.25° N,Brick Commercial Building with Storefront,Gemini
7254.jpg,1910,105.23° W,40.20° N,Former Woolworth building,Gemini
7255.jpg,1893,87.629° W,41.881° N, Chicago apartment building,Gemini
7256.jpg,1920,122.85° W,45.58° N,Brick building with awnings ,Gemini
7257.jpg,1912,97.11° W,36.15° N,The Commerce Building,Gemini
7258.jpg,1914,122.4000 ° W,37.7900 ° N, The Merchants Exchange Building,Gemini
7259.jpg,1892,87.6294° W,41.8815° N, The  Schiller  Building,Gemini
7260.jpg,1930,73.94° W,40.76° N,Brick apartment building,Gemini
7261.jpg,1920,97.52° W,36.07° N,Brown building in Oklahoma City,Gemini
7262.jpg,1914,106.65° W,35.08° N,The Rio Grande Hotel  ,Gemini
7263.jpg,1884,87.629° W,41.884° N, Chicago Journal Building ,Gemini
7264.jpg,1912,118.24° W,34.05° N,7th Street Building,Gemini
7265.jpg,1900,87.62° W,41.88° N, Building with lights.,Gemini
7266.jpg,1917,83.05° W,42.33° N,Amerock Building,Gemini
7267.jpg,1928,84.05° W,39.10° N,The Carew Tower ,Gemini
7268.jpg,1920,123.12° W,48.42° N,Brick building with green roof,Gemini
7269.jpg,1906,87.629° W,41.882° N, Carson Pirie Scott and Company Building ,Gemini
7270.jpg,1910,122.89° W,45.97° N,Two-story brick building,Gemini
7271.jpg,1912,79.38° W,43.65° N, The  Confederation  Life  Building ,Gemini
7272.jpg,1920,88.00° W,40.00° N,Brick building with many windows. ,Gemini
7273.jpg,1889,87.6298° W,41.8818° N,The Rookery Building,Gemini
7274.jpg,1913,79.38° W,43.65° N,Northern Ontario Building,Gemini
7275.jpg,1928,75.69° W,45.41° N,Chateau Laurier Hotel,Gemini
7276.jpg,1912,93.25° W,44.98° N, Building with glass facade,Gemini
7277.jpg,1900,122.44° W,47.65° N,Brick building with awning,Gemini
7278.jpg,1913,80.11° W,40.44° N, The Union Trust Building,Gemini
7279.jpg,1886,87.627° W,41.885° N,The Rookery Building,Gemini
7280.jpg,1914,79.38° W,43.65° N, Bank of Montreal Building,Gemini
7281.jpg,1916,79.97° W,43.08° N,The Savings Bank Building,Gemini
